X,name...2,rating,num_reviewers,type...5,lat,long,address,place_id,licence,osm_type,osm_id,osm_lat,osm_lon,class,type...16,place_rank,importance,addresstype,name...20,amenity,road,hamlet,suburb,city_district,city,state,ISO3166-2-lvl4,region,ISO3166-2-lvl3,postcode,country,country_code,boundingbox,residential,shop,tourism,commercial,house_number,building,district,office,village,retail,neighbourhood,leisure,historic,municipality,town,county,man_made,place,industrial,healthcare,city_block
636,Kopi Nikmat & Kost Exclusive,4.4,68,Coffee shop,-5.1503133,119.4164994,"Happy Puppy, Jalan Sam Ratulangi, Mangkura, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",25116324,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,192937559,-5.1502181,119.4161492,amenity,karaoke_box,30,5.50019073776916e-05,amenity,Happy Puppy,Happy Puppy,Jalan Sam Ratulangi,,Mangkura,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90131,Indonesia,id,-5.1502820|-5.1501543|119.4160516|119.4162468,,,,,,,,,,,,,,,,,,,,,
637,Warkop LaKopi Hertasning,4.5,1386,Coffee shop,-5.1620018,119.440516,"PT. Bhanda Ghara Reksa, 7, Jalan Letjen Hertasning, Bonto Cinde, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",24796638,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,195973356,-5.1619207,119.4399219,office,company,30,5.50019073776916e-05,office,PT. Bhanda Ghara Reksa,,Jalan Letjen Hertasning,Bonto Cinde,Masale,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90221,Indonesia,id,-5.1619904|-5.1618451|119.4398771|119.4399670,,,,,7,,,PT. Bhanda Ghara Reksa,,,,,,,,,,,,,
638,COFFEE F3,4.7,6,Coffee shop,-5.1368263,119.4147738,"Jalan Buntu Terpedo, Pisang Utara, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90115, Indonesia",25069338,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190853759,-5.1368687,119.4147797,highway,residential,26,0.053388335240711,road,Jalan Buntu Terpedo,,Jalan Buntu Terpedo,,Pisang Utara,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90115,Indonesia,id,-5.1369540|-5.1367029|119.4141018|119.4160350,,,,,,,,,,,,,,,,,,,,,
639,KOPI SUDUT SEKOLAH,5,3,Coffee shop,-5.1465831,119.4166404,"Jalan G. Batu Putih, Mangkura, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",24520984,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190716979,-5.1466712,119.4166344,highway,unclassified,26,0.053388335240711,road,Jalan G. Batu Putih,,Jalan G. Batu Putih,,Mangkura,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90142,Indonesia,id,-5.1474173|-5.1466586|119.4154507|119.4215678,,,,,,,,,,,,,,,,,,,,,
640,Kedai Kopi BONTee,4.5,94,Coffee shop,-5.1483623,119.4163919,"Kwartir Daerah Gerakan Pramuka Sulawesi Selatan, No 5, Jalan Monginsidi, Mangkura, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",25026486,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,403207481,-5.1478159,119.4170015,building,yes,30,5.50019073776916e-05,building,Kwartir Daerah Gerakan Pramuka Sulawesi Selatan,,Jalan Monginsidi,,Mangkura,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90142,Indonesia,id,-5.1478898|-5.1477421|119.4169109|119.4170922,,,,,No 5,Kwartir Daerah Gerakan Pramuka Sulawesi Selatan,,,,,,,,,,,,,,,
641,Starbucks Karunrung,4.5,187,Coffee shop,-5.14524,119.413746,"Jalan Karunrung, Sawerigading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",24877192,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,580731321,-5.1450636,119.4137706,highway,secondary,26,0.053388335240711,road,Jalan Karunrung,,Jalan Karunrung,,Sawerigading,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90113,Indonesia,id,-5.1452522|-5.1449991|119.4133073|119.4152527,,,,,,,,,,,,,,,,,,,,,
642,UJUNG SUDUT PANDANG CAFE,5,2,Coffee shop,-4.0293835,122.9896308,"Langara, Konawe Kepulauan, Sulawesi Tenggara, Sulawesi, 93391, Indonesia",25359049,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,767765070,-4.0294459,122.9898346,highway,tertiary,26,0.0533733340962844,road,"",,,,,,,Sulawesi Tenggara,ID-SG,Sulawesi,ID-SL,93391,Indonesia,id,-4.0298748|-4.0265717|122.9896782|122.9908819,,,,,,,,,,,,,,,Langara,Konawe Kepulauan,,,,,
643,PAPERCUP - Benteng,4.3,6,Coffee shop,-5.1330301,119.4044991,"Laku, 4, Jalan Ujung Pandang, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",25065453,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,7222560923,-5.1328695,119.4044582,amenity,cafe,30,5.50019073776916e-05,amenity,Laku,Laku,Jalan Ujung Pandang,,Bulogading,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90171,Indonesia,id,-5.1329195|-5.1328195|119.4044082|119.4045082,,,,,4,,,,,,,,,,,,,,,,
644,Kopi Kenangan - Ruko Sultan Hassanuddin Makassar,4.4,99,Coffee shop,-5.1384048,119.4093428,"Donatello, Jalan Sultan Hasanuddin, Baru, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90114, Indonesia",24851186,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,192915950,-5.1384592,119.4091827,shop,shoes,30,5.50019073776916e-05,shop,Donatello,,Jalan Sultan Hasanuddin,,Baru,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90114,Indonesia,id,-5.1385524|-5.1383647|119.4090804|119.4092848,,Donatello,,,,,,,,,,,,,,,,,,,
645,Turkish Coffee Makassar,4.9,13,Restaurant,-5.1398453,119.4099508,"Jalan Sultan Hasanuddin, Sawerigading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90114, Indonesia",24949218,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,28919428,-5.1397634,119.4101445,highway,secondary,26,0.053388335240711,road,Jalan Sultan Hasanuddin,,Jalan Sultan Hasanuddin,,Sawerigading,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90114,Indonesia,id,-5.1414208|-5.1376546|119.4090553|119.4108151,,,,,,,,,,,,,,,,,,,,,
646,Lorong Kopi,5,5,Coffee shop,-5.1357625,119.408554,"Kantor Pelayanan Pajak Pratama Makassar Barat, Jalan Balai Kota, Baru, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",24898642,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,192915970,-5.1358582,119.4084989,office,government,30,5.50019073776916e-05,office,Kantor Pelayanan Pajak Pratama Makassar Barat,,Jalan Balai Kota,,Baru,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90171,Indonesia,id,-5.1360348|-5.1356707|119.4084165|119.4085950,,,,,,,,Kantor Pelayanan Pajak Pratama Makassar Barat,,,,,,,,,,,,,
647,Kopi Therapy,4.9,8,Coffee shop,-5.1437016,119.408265,"ST.MARIA, Jalan Datu Musseng, Losari, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",400684086,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,12627881249,-5.1439286,119.4085484,amenity,hospital,30,5.50019073776916e-05,amenity,ST.MARIA,ST.MARIA,Jalan Datu Musseng,,Losari,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90113,Indonesia,id,-5.1439786|-5.1438786|119.4084984|119.4085984,,,,,,,,,,,,,,,,,,,,,
648,Ru•Ko Ruang Kopi,5,1,Coffee shop,-5.1381057,119.4102687,"Jalan Botolempangan, Baru, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",24720393,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,137078261,-5.1380802,119.4104788,highway,tertiary,26,0.053388335240711,road,Jalan Botolempangan,,Jalan Botolempangan,,Baru,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90171,Indonesia,id,-5.1389328|-5.1373954|119.4104607|119.4107987,,,,,,,,,,,,,,,,,,,,,
649,Kopi Toraja,4.3,26,Coffee shop,-5.1371392,119.4196292,"Lariang Bangi, Makassar, Sulawesi Selatan, Sulawesi, 90145, Indonesia",24740860,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,747168288,-5.1371343,119.4196639,highway,residential,26,0.053388335240711,road,"",,,,Lariang Bangi,Makassar,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90145,Indonesia,id,-5.1372975|-5.1365873|119.4195870|119.4196868,,,,,,,,,,,,,,,,,,,,,
650,Kopi Kobilang Rindu,4.8,37,Cafe,-5.1392552,119.4165516,"Warung Ikan Bakar Lompo Battang, Jalan Gunung Lompo Battang, Lajangiru, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90154, Indonesia",24784094,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,4174933389,-5.1392075,119.4165664,amenity,restaurant,30,5.50019073776916e-05,amenity,Warung Ikan Bakar Lompo Battang,Warung Ikan Bakar Lompo Battang,Jalan Gunung Lompo Battang,,Lajangiru,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90154,Indonesia,id,-5.1392575|-5.1391575|119.4165164|119.4166164,,,,,,,,,,,,,,,,,,,,,
651,kopi arenna,5,1,Coffee shop,-5.1359218,119.4127251,"Jalan Kartini, Baru, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90115, Indonesia",24919638,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,174247437,-5.1360741,119.4127294,highway,tertiary,26,0.053388335240711,road,Jalan Kartini,,Jalan Kartini,,Baru,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90115,Indonesia,id,-5.1361345|-5.1360343|119.4105104|119.4139771,,,,,,,,,,,,,,,,,,,,,
652,Threeways Kopi,4.8,82,Cafe,-5.136541,119.4106581,"RSIA Kartini, Jalan Kajoalalido, Baru, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",24816580,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,195264520,-5.1363756,119.4106915,amenity,hospital,30,5.50019073776916e-05,amenity,RSIA Kartini,RSIA Kartini,Jalan Kajoalalido,,Baru,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90171,Indonesia,id,-5.1365034|-5.1362690|119.4106194|119.4107638,,,,,,,,,,,,,,,,,,,,,
654,Lapak Kopi Abangda,5,5,Coffee shop,-5.1359372,119.4059067,"Ayam Goreng Sulawesi, Jalan Pattimura, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",24844802,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,4171994133,-5.1358898,119.4058558,amenity,restaurant,30,5.50019073776916e-05,amenity,Ayam Goreng Sulawesi,Ayam Goreng Sulawesi,Jalan Pattimura,,Bulogading,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90171,Indonesia,id,-5.1359398|-5.1358398|119.4058058|119.4059058,,,,,,,,,,,,,,,,,,,,,
655,Warkop Tong San,4.4,227,Coffee shop,-5.1377472,119.4056078,"Tong San Warkop, Jalan Pasar Ikan, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",24800130,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,4171981477,-5.1377347,119.4055860,amenity,restaurant,30,5.50019073776916e-05,amenity,Tong San Warkop,Tong San Warkop,Jalan Pasar Ikan,,Bulogading,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90171,Indonesia,id,-5.1377847|-5.1376847|119.4055360|119.4056360,,,,,,,,,,,,,,,,,,,,,
